$GPGGA,044600.00,6625.20000,N,09415.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044601.01,6619.20000,N,09409.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044602.02,6613.20000,N,09403.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044603.03,6607.20000,N,09357.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044604.04,6601.20000,N,09351.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044605.05,6555.20000,N,09345.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044606.06,6549.20000,N,09339.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044607.07,6543.20000,N,09333.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044608.08,6537.20000,N,09327.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044609.09,6531.20000,N,09321.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044610.10,6525.20000,N,09315.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044611.11,6519.20000,N,09309.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044612.12,6513.20000,N,09303.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044613.13,6507.20000,N,09257.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044614.14,6501.20000,N,09251.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044615.15,6455.20000,N,09245.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044616.16,6449.20000,N,09239.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044617.17,6443.20000,N,09233.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044618.18,6437.20000,N,09227.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044619.19,6431.20000,N,09221.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044620.20,6425.20000,N,09215.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044621.21,6419.20000,N,09209.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044622.22,6413.20000,N,09203.00000,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044623.23,6407.20000,N,09159.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044624.24,6401.20000,N,09159.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

